COMBUSTIBLE;ESTADO;FECHA_REGISTRO;ANIO_REGISTRO;CLASE;DEPARTAMENTO;CANTIDAD 
ELECTRICO;ACTIVO;12/03/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;21/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;21/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;21/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;31/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;31/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;19/02/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;25/02/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;23/08/2021;2021;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;25/09/2021;2021;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;23/08/2021;2021;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;25/11/2021;2021;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;13/09/2021;2021;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;21/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;24/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;24/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;31/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;24/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;9/12/2021;2021;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;20/03/2020;2020;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;20/03/2020;2020;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;3/09/2020;2020;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;18/02/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;5/02/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;31/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;27/02/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;1/02/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;1/02/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;22/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;1/02/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;18/02/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;29/04/2021;2021;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;30/12/2021;2021;AUTOMOVIL;Valle del Cauca;1
ELECTRICO;ACTIVO;27/12/2021;2021;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;28/02/2022;2022;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;27/12/2021;2021;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;11/11/2021;2021;CAMIONETA;Bogota D.C.;1
ELECTRICO;ACTIVO;18/02/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;22/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;2/02/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;17/09/2021;2021;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;10/11/2021;2021;MOTOCARRO;Cundinamarca;1
ELECTRICO;ACTIVO;26/11/2021;2021;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;24/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;24/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;31/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;29/12/2020;2020;CAMIONETA;Cundinamarca;1
ELECTRICO;ACTIVO;29/12/2020;2020;CAMIONETA;Cundinamarca;1
ELECTRICO;ACTIVO;29/12/2020;2020;CAMIONETA;Cundinamarca;1
ELECTRICO;ACTIVO;28/12/2021;2021;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;12/11/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;11/11/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;28/10/2020;2020;AUTOMOVIL;Meta;1
ELECTRICO;ACTIVO;13/11/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;12/11/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;11/11/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;11/11/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;4/12/2019;2019;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;29/12/2020;2020;BUS;Valle del Cauca;1
ELECTRICO;ACTIVO;11/03/2020;2020;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;19/07/2021;2021;AUTOMOVIL;Meta;1
ELECTRICO;ACTIVO;13/04/2021;2021;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;1/02/2022;2022;CAMIONETA;Bogota D.C.;1
ELECTRICO;ACTIVO;30/12/2021;2021;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;30/12/2021;2021;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;19/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;15/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;15/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;15/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;15/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;19/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;29/12/2021;2021;CAMION;Antioquia;1
ELECTRICO;ACTIVO;28/01/2021;2021;CAMIONETA;Cundinamarca;1
ELECTRICO;ACTIVO;26/03/2021;2021;CAMIONETA;Valle del Cauca;1
ELECTRICO;ACTIVO;30/11/2021;2021;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;26/11/2021;2021;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;30/12/2021;2021;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;30/12/2021;2021;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;14/09/2021;2021;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;23/08/2021;2021;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;6/08/2021;2021;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;22/09/2021;2021;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;3/08/2021;2021;AUTOMOVIL;Meta;1
ELECTRICO;ACTIVO;20/12/2021;2021;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;28/12/2020;2020;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;28/12/2020;2020;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;28/12/2020;2020;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;28/12/2020;2020;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;31/07/2020;2020;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;31/07/2020;2020;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;31/07/2020;2020;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;28/12/2020;2020;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;31/07/2020;2020;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;28/12/2020;2020;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;30/07/2020;2020;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;10/11/2021;2021;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;8/09/2020;2020;CUADRICICLO;Cundinamarca;1
ELECTRICO;ACTIVO;3/12/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;3/12/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;3/12/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;3/12/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;3/12/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;3/12/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;14/05/2021;2021;MOTOCARRO;Cundinamarca;1
ELECTRICO;ACTIVO;3/03/2021;2021;MOTOCARRO;Cundinamarca;1
ELECTRICO;ACTIVO;3/03/2021;2021;MOTOCARRO;Cundinamarca;1
ELECTRICO;ACTIVO;29/10/2020;2020;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;10/02/2021;2021;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;31/10/2020;2020;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;18/01/2022;2022;CAMIONETA;Cundinamarca;1
ELECTRICO;ACTIVO;31/01/2022;2022;CAMIONETA;Atlantico;1
ELECTRICO;ACTIVO;28/12/2021;2021;CAMIONETA;Cundinamarca;1
ELECTRICO;ACTIVO;10/11/2021;2021;MOTOCARRO;Cundinamarca;1
ELECTRICO;ACTIVO;10/02/2020;2020;AUTOMOVIL;Valle del Cauca;1
ELECTRICO;ACTIVO;10/11/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;30/12/2021;2021;CAMIONETA;Valle del Cauca;1
ELECTRICO;ACTIVO;22/09/2021;2021;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;14/09/2021;2021;CAMIONETA;Valle del Cauca;1
ELECTRICO;ACTIVO;23/02/2022;2022;CAMIONETA;Bolivar;1
ELECTRICO;ACTIVO;20/03/2020;2020;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;24/02/2022;2022;CAMIONETA;Bogota D.C.;1
ELECTRICO;ACTIVO;10/11/2020;2020;MOTOTRICICLO;Cundinamarca;1
ELECTRICO;ACTIVO;9/12/2021;2021;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;25/09/2020;2020;BUS;Cordoba;1
ELECTRICO;ACTIVO;25/09/2020;2020;BUS;Cordoba;1
ELECTRICO;ACTIVO;14/07/2021;2021;CAMION;Antioquia;1
ELECTRICO;ACTIVO;26/11/2021;2021;CAMION;Antioquia;1
ELECTRICO;ACTIVO;26/03/2021;2021;CAMION;Antioquia;1
ELECTRICO;ACTIVO;18/01/2021;2021;CAMION;Cundinamarca;1
ELECTRICO;ACTIVO;15/09/2020;2020;CAMION;Antioquia;1
ELECTRICO;ACTIVO;9/03/2020;2020;CAMION;Cundinamarca;1
ELECTRICO;ACTIVO;20/01/2022;2022;CAMION;Antioquia;1
ELECTRICO;ACTIVO;25/11/2021;2021;CAMION;Antioquia;1
ELECTRICO;ACTIVO;27/11/2021;2021;CAMION;Antioquia;1
ELECTRICO;ACTIVO;21/02/2022;2022;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;16/12/2020;2020;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;21/09/2021;2021;TRICIMOTO;Cundinamarca;1
ELECTRICO;ACTIVO;13/01/2022;2022;AUTOMOVIL;Atlantico;1
ELECTRICO;ACTIVO;23/12/2021;2021;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;16/12/2021;2021;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;10/12/2020;2020;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;31/05/2021;2021;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;18/06/2020;2020;BUS;Antioquia;1
ELECTRICO;ACTIVO;2/11/2021;2021;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;5/11/2020;2020;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;8/11/2021;2021;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;27/02/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;8/02/2022;2022;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;18/01/2022;2022;CAMIONETA;Bogota D.C.;1
ELECTRICO;ACTIVO;25/01/2022;2022;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;25/01/2022;2022;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;1/02/2022;2022;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;25/03/2022;2022;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;28/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;25/03/2022;2022;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;25/03/2022;2022;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;28/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;28/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;23/03/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;17/03/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;17/03/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;17/03/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;26/02/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;26/02/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;11/03/2022;2022;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;30/03/2022;2022;CUADRICICLO;Bogota D.C.;1
ELECTRICO;ACTIVO;7/03/2022;2022;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;18/03/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;14/03/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;14/03/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;11/03/2022;2022;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;3/03/2022;2022;CAMIONETA;Cundinamarca;1
ELECTRICO;ACTIVO;24/02/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;12/03/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;25/03/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;23/03/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;23/03/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;23/03/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;27/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;16/02/2022;2022;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;23/02/2022;2022;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;11/03/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;25/03/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;11/03/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;25/02/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;25/02/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;10/03/2022;2022;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;10/03/2022;2022;CAMIONETA;Atlantico;1
ELECTRICO;ACTIVO;17/03/2022;2022;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;28/03/2022;2022;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;30/03/2022;2022;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;30/03/2022;2022;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;30/03/2022;2022;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;30/03/2022;2022;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;30/03/2022;2022;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;30/03/2022;2022;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;30/03/2022;2022;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;30/03/2022;2022;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;30/03/2022;2022;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;30/03/2022;2022;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;30/03/2022;2022;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;30/03/2022;2022;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;16/01/2012;2012;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;21/05/2010;2010;TRACTOCAMION;Cundinamarca;1
ELECTRICO;ACTIVO;25/10/2010;2010;CAMIONETA;Cundinamarca;1
ELECTRICO;ACTIVO;2/04/2011;2011;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;2/03/2011;2011;MICROBUS;Santander;1
ELECTRICO;ACTIVO;19/08/2011;2011;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;7/03/2011;2011;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;25/07/2011;2011;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;24/02/2012;2012;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;9/07/2012;2012;MOTOCICLETA;Valle del Cauca;1
ELECTRICO;ACTIVO;6/03/2012;2012;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;12/04/2012;2012;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;2/08/2012;2012;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;24/11/2011;2011;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;5/09/2011;2011;MOTOCICLETA;Santander;1
ELECTRICO;ACTIVO;16/12/2011;2011;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;20/02/2012;2012;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;20/11/2013;2013;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;21/10/2011;2011;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;1/11/2011;2011;CAMIONETA;Bogota D.C.;1
ELECTRICO;ACTIVO;28/10/2011;2011;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;7/12/2011;2011;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;1/12/2011;2011;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;7/12/2011;2011;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;10/02/2012;2012;MOTOCICLETA;Valle del Cauca;1
ELECTRICO;ACTIVO;12/06/2012;2012;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;13/02/2012;2012;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;8/11/2012;2012;MOTOCICLETA;Choco;1
ELECTRICO;ACTIVO;10/04/2014;2014;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;7/03/2013;2013;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;24/12/2012;2012;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;6/12/2012;2012;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;4/09/2014;2014;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;22/12/2012;2012;AUTOMOVIL;Valle del Cauca;1
ELECTRICO;ACTIVO;23/03/2013;2013;AUTOMOVIL;Valle del Cauca;1
ELECTRICO;ACTIVO;6/12/2012;2012;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;15/03/2013;2013;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;15/08/2013;2013;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;15/08/2013;2013;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;15/08/2013;2013;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;16/05/2013;2013;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;1/03/2013;2013;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;11/03/2013;2013;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;28/05/2013;2013;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;16/05/2013;2013;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;15/03/2013;2013;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;8/04/2013;2013;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;25/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;16/05/2013;2013;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;12/07/2013;2013;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;28/08/2013;2013;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;7/01/2014;2014;MOTOCICLETA;Meta;1
ELECTRICO;ACTIVO;2/01/2014;2014;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;17/09/2013;2013;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;8/02/2013;2013;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;14/04/2014;2014;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;5/07/2013;2013;MOTOCICLETA;Meta;1
ELECTRICO;ACTIVO;14/03/2014;2014;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;23/08/2013;2013;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;14/04/2014;2014;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;7/01/2014;2014;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;19/12/2013;2013;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;27/01/2014;2014;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;27/01/2014;2014;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;17/09/2013;2013;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;23/06/2015;2015;CAMIONETA;Bogota D.C.;1
ELECTRICO;ACTIVO;31/05/2014;2014;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;19/11/2014;2014;MOTOCICLETA;Valle del Cauca;1
ELECTRICO;ACTIVO;15/07/2014;2014;MOTOCICLETA;Santander;1
ELECTRICO;ACTIVO;29/04/2015;2015;MOTOCICLETA;Valle del Cauca;1
ELECTRICO;ACTIVO;18/03/2014;2014;MOTOCICLETA;Valle del Cauca;1
ELECTRICO;ACTIVO;14/08/2015;2015;MOTOCICLETA;Valle del Cauca;1
ELECTRICO;ACTIVO;8/07/2014;2014;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;13/03/2014;2014;MOTOCICLETA;Santander;1
ELECTRICO;ACTIVO;3/09/2014;2014;MOTOCICLETA;Valle del Cauca;1
ELECTRICO;ACTIVO;23/12/2014;2014;MOTOCICLETA;Valle del Cauca;1
ELECTRICO;ACTIVO;24/03/2015;2015;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;4/11/2015;2015;MOTOCICLETA;Valle del Cauca;1
ELECTRICO;ACTIVO;1/09/2014;2014;MOTOCICLETA;Cordoba;1
ELECTRICO;ACTIVO;24/02/2014;2014;MOTOCICLETA;Santander;1
ELECTRICO;ACTIVO;12/12/2014;2014;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;12/03/2014;2014;MOTOCICLETA;Cundinamarca;1
ELECTRICO;ACTIVO;27/02/2014;2014;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;1/09/2014;2014;MOTOCICLETA;Meta;1
ELECTRICO;ACTIVO;5/05/2014;2014;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;27/05/2014;2014;MOTOCICLETA;Cordoba;1
ELECTRICO;ACTIVO;17/06/2014;2014;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;19/11/2014;2014;MOTOCICLETA;Valle del Cauca;1
ELECTRICO;ACTIVO;25/02/2014;2014;MOTOCICLETA;Santander;1
ELECTRICO;ACTIVO;15/04/2015;2015;MOTOCICLETA;Santander;1
ELECTRICO;ACTIVO;17/04/2015;2015;MOTOCICLETA;Santander;1
ELECTRICO;ACTIVO;31/10/2015;2015;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;2/05/2015;2015;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;24/03/2015;2015;MOTOCICLETA;Valle del Cauca;1
ELECTRICO;ACTIVO;31/10/2014;2014;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;3/02/2015;2015;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;11/05/2015;2015;AUTOMOVIL;Norte de Santander;1
ELECTRICO;ACTIVO;11/02/2015;2015;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;29/04/2015;2015;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;15/01/2015;2015;CAMIONETA;Bogota D.C.;1
ELECTRICO;ACTIVO;5/03/2015;2015;MOTOCICLETA;Santander;1
ELECTRICO;ACTIVO;6/08/2015;2015;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;28/03/2015;2015;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;4/03/2015;2015;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;28/01/2015;2015;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;22/01/2015;2015;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;16/10/2014;2014;MOTOCICLETA;Meta;1
ELECTRICO;ACTIVO;12/02/2015;2015;MOTOCICLETA;Meta;1
ELECTRICO;ACTIVO;24/04/2015;2015;MOTOCICLETA;Norte de Santander;1
ELECTRICO;ACTIVO;10/12/2014;2014;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;5/11/2014;2014;MOTOCICLETA;Huila;1
ELECTRICO;ACTIVO;30/09/2014;2014;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;15/10/2014;2014;MOTOCICLETA;Santander;1
ELECTRICO;ACTIVO;1/12/2014;2014;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;22/04/2015;2015;MOTOCICLETA;Santander;1
